,isbn,original_publication_year,original_title,authors,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
2091,1416950052,2008.0,Identical,Ellen Hopkins,669,1611,6062,12503,28025
2092,785136223,2010.0,,"Roberto Aguirre-Sacasa, Mike Perkins, Laura       Martin, Stephen King",476,659,3456,8706,27437
2093,307932230,2011.0,Smokin' Seventeen,"Janet Evanovich, Lorelei King",589,3246,16376,23607,20822
2094,7158505,1961.0,The Sneetches and Other Stories,Dr. Seuss,634,1516,8024,14925,30100
2095,805053883,1982.0,"Polar Bear, Polar Bear, What Do You Hear?","Bill Martin Jr., Eric Carle",657,2008,8759,11646,21902
2096,3518367064,1919.0,Demian: Die Geschichte einer Jugend,Hermann Hesse,580,2061,9154,17689,20149
2097,385333471,1965.0,"God Bless You, Mr Rosewater or Pearls before Swine",Kurt Vonnegut Jr.,203,1670,11416,19313,12810
2098,1421505851,2002.0,スキップ・ビート! 1 ,"Yoshiki Nakamura, Tomo Kimura",1449,2100,6171,10054,27076
2099,,1986.0,The Dark Knight Returns,Frank Miller,1258,1413,4088,8156,17336
2100,439249546,1999.0,Harry Potter Boxed Set Books 1-4,"J.K. Rowling, Mary GrandPré",307,424,2346,8186,33579
2101,1597801577,2009.0,The Windup Girl,Paolo Bacigalupi,1859,4274,11680,19411,12835
2102,140436065,1954.0,,"Oscar Wilde, Richard Allen Cave",318,1247,7446,17276,23649
2103,525425632,2014.0,Isla and the Happily Ever After,Stephanie Perkins,1449,3640,13319,25409,32870
2104,441014895,2007.0,Magic Bites,Ilona Andrews,1699,3319,13687,25942,30596
2105,,2013.0,This Man Confessed,Jodi Ellen Malpas,983,1743,6265,15288,40289
2106,1400096278,2004.0,Suite française ,"Irène Némirovsky, Sandra Smith",1143,3640,12174,19342,13670
2107,140446745,1914.0,The Letters of Vincent van Gogh,"Vincent van Gogh, Ronald de Leeuw, Mark Roskill, Arnold J. Pomerans",2279,2888,8706,13508,20987
2108,61020672,1988.0,Sourcery,Terry Pratchett,274,2694,17272,23798,15680
2109,1932664122,2005.0,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",Bryan Lee O'Malley,777,1285,6855,17149,23576
2110,1401204252,1989.0,Batman: Arkham Asylum - A Serious House on Serious Earth,"Grant Morrison, Dave McKean",944,2553,8521,15210,20800
2111,144242673X,2015.0,P.S. I Still Love You,Jenny Han,616,2227,10879,25670,28495
2112,1455559822,2015.0,Memory Man,David Baldacci,1182,2109,9551,23346,20244
2113,156512569X,2008.0,Mudbound,Hillary Jordan,496,1774,9566,21985,14150
2114,871137380,1999.0,Black Hawk Down,Mark Bowden,284,796,5828,16496,20345
2115,765376458,2015.0,A Darker Shade of Magic,"V.E. Schwab, Victoria Schwab",928,2643,12742,31219,25997
2116,385513534,2009.0,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,807,2719,12589,21288,13524
2117,385743580,2015.0,Firefight,Brandon Sanderson,95,622,6180,21247,22621
2118,1841493139,2001.0,The Magicians' Guild,Trudi Canavan,971,2975,12241,21113,18739
2119,385905165,2010.0,The Necromancer: The Secrets of The Immortal Nicholas Flamel,Michael Scott,583,1749,9419,17965,20937
2120,385340583,2010.0,61 Hours,Lee Child,325,1459,9797,22380,17880
2121,439324599,2000.0,Cut,Patricia McCormick,1493,4679,13443,14140,15351
2122,224064908,1981.0,George's Marvellous Medicine,"Roald Dahl, Quentin Blake",603,2483,13339,19706,21422
2123,1400033837,1991.0,A Thousand Acres,Jane Smiley,1265,3570,12630,18957,13087
2124,805080481,1964.0,The Book of Three,Lloyd Alexander,1074,2364,12851,22277,20720
2125,441016154,2008.0,Cry Wolf,Patricia Briggs,975,2936,13049,24190,29937
2126,689829531,2000.0,Olivia,Ian Falconer,1301,2405,9226,14141,24622
2127,375705856,1999.0,Plainsong,Kent Haruf,594,2161,10029,19193,15965
2128,1560974273,1998.0,Ghost World,Daniel Clowes,1586,3545,11336,17888,16561
2129,1250006325,2010.0,Torn,Amanda Hocking,713,2811,12195,21018,22279
2130,451529693,1862.0,Отцы и дѣти,"Ivan Turgenev, George Reavy, Jane Costlow",543,2559,11599,19225,15437
2131,884271781,1984.0,The Goal,"Eliyahu M. Goldratt, Jeff Cox",970,2063,7257,13249,14464
2132,670021040,2011.0,Caleb's Crossing,Geraldine Brooks,854,2847,13311,22119,11778
2133,61284394,2008.0,Evernight,Claudia Gray,3402,7334,18094,19242,19064
2134,385340559,2007.0,Bad Luck and Trouble,Lee Child,202,939,8065,21811,19306
2135,452286530,2004.0,The Jane Austen Book Club,Karen Joy Fowler,4240,12024,21969,12944,5656
2136,385539703,2014.0,The Children Act,Ian McEwan,952,3361,12715,18533,8214
2137,739377728,2009.0,Sizzling Sixteen,Janet Evanovich,585,3334,16294,22899,20552
2138,62301233,2015.0,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,1940,1882,8573,27233,36977
2139,1841499900,2012.0,Caliban's War,James S.A. Corey,105,518,5433,22704,20681
2140,1452440026,2012.0,Barely Breathing,Rebecca Donovan,662,1678,7250,18797,32698
2141,147712556,-762.0,Ἰλιάς ; Ὀδύσσεια,"Homer, Robert Fagles, Bernard Knox",916,2608,10439,17404,19731
2142,1563893304,1996.0,Kingdom Come,"Mark Waid, Alex Ross, Elliot S. Maggin",926,1529,6278,13434,23141
2143,61120669,1969.0,Papillon ,Henri Charrière,349,1145,6297,15869,19697
2144,1573227889,1998.0,Tipping the Velvet,Sarah Waters,1259,2297,8646,15936,17101
2145,031620157X,2012.0,"The Wishing Spell (The Land of Stories, #1)","Chris Colfer, Brandon Dorman",1615,2394,7814,14231,29129
2146,1400063973,2008.0,The 19th Wife,David Ebershoff,1014,3888,16023,20874,8235
2147,64407314,1999.0,Monster,Walter Dean Myers,1485,4418,13848,16267,12381
2148,345529057,2011.0,,George R.R. Martin,219,431,1953,8453,28118
2149,743493915,1991.0,Body of Evidence ,Patricia Cornwell,217,1341,12822,23041,16231
2150,,2012.0,Saga #1,"Brian K. Vaughan, Fiona Staples",2085,1897,4707,9555,20757
2151,60887370,2007.0,Perfect,Sara Shepard,638,2800,12529,18078,20985
2152,1939045010,2012.0,The Secret of Ella and Micha,Jessica Sorensen,1248,3360,12841,23872,24206
2153,345522478,2011.0,Hounded,Kevin Hearne,850,2097,9272,22127,22929
2154,743211375,2002.0,From a Buick 8,Stephen King,2180,6822,17825,14139,9113
2155,553560735,1993.0,Red Mars,Kim Stanley Robinson,1447,3878,11453,17472,15534
2156,1558611584,1892.0,The Yellow Wall-paper. A story,"Charlotte Perkins Gilman, Elaine Hedges",753,2266,9783,20098,22693
2157,1593083254,1968.0,The Time Machine and The Invisible Man,"H.G. Wells, Alfred MacAdam",386,1677,9917,18120,18303
2158,515121843,1998.0,Sea Swept,Nora Roberts,379,1135,8313,16669,23604
2159,031607991X,2012.0,The Blinding Knife,Brent Weeks,135,514,3637,16495,26488
2160,1442435003,2014.0,Since You've Been Gone,Morgan Matson,888,2083,9489,23131,28858
2161,446573647,2010.0,,Steve Martin,2252,4559,13195,13142,10617
2162,761121323,1969.0,What to Expect When You're Expecting,"Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway",2049,3488,9575,12437,12542
2163,399244565,2005.0,The Icebound Land,John Flanagan,462,1389,8564,18008,24172
2164,61240850,2006.0,Anybody Out There?,Marian Keyes,1024,2565,11533,17196,15358
2165,804139296,2014.0,"Zero to One: Notes on Start Ups, or How to Build the Future","Peter Thiel, Blake  Masters",1018,1786,8004,19845,24044
2166,1619636077,2016.0,Empire of Storms,Sarah J. Maas,717,1192,4416,15635,52281
2167,1593080336,1843.0,,"Charles Dickens, Katharine Kroeber Wiley",719,2086,9426,15751,20963
2168,804188971,2014.0,What Do You Do?,Gillian Flynn,1609,5423,18717,19533,9310
2169,380789027,1998.0,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,246,1631,10927,22352,17579
2170,9382618341,2013.0,The Oath of the Vayuputras,Amish Tripathi,1056,4142,11627,13143,9659
2171,385333501,1968.0,Welcome to the Monkey House,Kurt Vonnegut Jr.,153,970,7970,17613,16119
2172,385349068,2013.0,Dad Is Fat,Jim Gaffigan,827,3199,13535,17973,11233
2173,671869205,1992.0,Truman,David McCullough,1869,2168,7817,17033,25817
2174,143034758,2004.0,Alexander Hamilton,Ron Chernow,1034,1503,6338,17059,25620
2175,807218731,2003.0,The Cat in the Hat and Other Dr. Seuss Favorites,"Dr. Seuss, Various",345,1074,6208,10530,28155
2176,140448071,1842.0,Мёртвые ду́ши,"Nikolai Gogol, Robert A. Maguire",800,2681,10126,17055,17000
2177,,2015.0,The Deal,Elle Kennedy,1149,1849,9049,27132,40227
2178,62392174,2016.0,The Crown,Kiera Cass,1953,6304,18648,22933,22693
2179,446573019,2011.0,Zero Day,David Baldacci,715,1862,10198,20747,15400
2180,312367481,1968.0,Tikki Tikki Tembo,"Arlene Mosel, Blair Lent",856,1890,9126,14715,26574
2181,1416974504,2008.0,"Night World, No. 1",L.J. Smith,1380,3544,11281,15453,24803
2182,1451533969,2010.0,"Love Unscripted (Love, #1)",Tina Reber,2247,3641,10316,19456,26708
2183,446608815,1999.0,Pop Goes the Weasel,James Patterson,270,1642,12009,20463,15063
2184,,2013.0,Bully,Penelope Douglas,1570,3165,10980,24110,32692
2185,802136834,1980.0,The Six Wives of Henry VIII,Alison Weir,858,1471,8871,19013,19402
2186,140185852,1924.0,Мы,"Yevgeny Zamyatin, Clarence Brown",732,2786,10532,17972,15957
2187,571171788,1993.0,Pigs in Heaven,Barbara Kingsolver,298,1587,10962,21098,13533
2188,765354063,2006.0,The Ghost Brigades,John Scalzi,141,812,8443,23499,14724
2189,074326195X,1948.0,"Cry, The Beloved Country",Alan Paton,1524,3969,11995,18837,17356
2190,,1978.0,Faeries,"Brian Froud, Alan Lee",2564,2665,7444,9995,16125
2191,60987529,1999.0,Confessions of an Ugly Stepsister,Gregory Maguire,1560,5746,18019,18101,8825
2192,3426615355,2001.0,How to Be Good,Nick Hornby,2082,8007,18544,11883,4144
2193,1442468351,2016.0,Lady Midnight,Cassandra Clare,1511,1870,7629,22675,59574
2194,1905294719,2007.0,Tintentod,Cornelia Funke,1518,4052,13029,19302,21737
2195,553293389,1982.0,Foundation's Edge,Isaac Asimov,244,1590,10484,21051,18497
2196,486452433,1895.0,Jude the Obscure,Thomas Hardy,2197,4053,11124,17004,15912
2197,345335651,1982.0,Queen of Sorcery,David Eddings,337,1605,9875,19868,21227
2198,374529531,1949.0,The Lottery: Adventures of the Demon Lover,Shirley Jackson,666,2115,10022,19192,19506
2199,545060508,2010.0,,Margaret Peterson Haddix,2194,3164,9290,12534,21736
2200,61668036,2009.0,Wings ,Aprilynne Pike,2881,6122,16543,19767,20936
2201,316910333,2002.0,Gossip Girl,Cecily von Ziegesar,3166,6824,15756,12851,13370
2202,553271989,1972.0,The Odessa File,Frederick Forsyth,167,941,8734,18634,15556
2203,1400067685,2013.0,The Burgess Boys,Elizabeth Strout,1323,4552,14797,17197,7181
2204,,2011.0,קיצור תולדות האנושות‎‎,Yuval Noah Harari,996,1627,6468,19971,42012
2205,1609411153,2011.0,,"Chelsea Handler, Johnny Kansas, Stephanie Stehling, Heather McDonald, Roy Handler, Brad Wollack, Amber Mazzola, Josh Wolf, Shoshanna Handler, Eva Magdalenski, Amy Meyer, Glen Handler, Dave Mallow, Sarah Colonna",1509,3921,10998,12612,12489
2206,1444705105,2012.0,Broken Harbor,Tana French,573,2100,11404,22954,13460
2207,,2013.0,Down to You,M. Leighton,1078,2904,11881,22630,23974
2208,517053616,1623.0,The Complete Works,William Shakespeare,448,695,4279,10908,29680
2209,61054887,1974.0,The Dispossessed,Ursula K. Le Guin,720,2058,8107,18305,24056
2210,1400031575,1991.0,Mördare utan ansikte,"Henning Mankell, Steven T. Murray",1030,3054,13488,20301,11685
2211,385528043,2010.0,The Confession,John Grisham,676,2946,13641,20684,11987
2212,425192032,1988.0,Lightning,Dean Koontz,421,1718,10272,17042,17760
2213,1570425779,1997.0,Cat & Mouse,"James Patterson, Keith David, Anthony Heald",309,1696,12523,20795,14960
2214,142408808,1980.0,Superfudge,Judy Blume,645,2297,13304,18252,18620
2215,735221081,2016.0,The Couple Next Door,Shari Lapena,1833,6160,23022,30820,19707
2216,61996181,2012.0,Hallowed,Cynthia Hand,1021,2388,10205,20685,27008
2217,031624662X,2013.0,Ancillary Justice,Ann Leckie,1165,2589,8761,19345,15946
2218,765340747,2001.0,The Pillars of Creation,Terry Goodkind,2183,5064,11996,12852,13737
2219,60566108,1994.0,Built to Last: Successful Habits of Visionary Companies,"James C. Collins, Jerry I. Porras",1104,1906,8092,15414,14288
2220,1616149981,2014.0,The Life We Bury,Allen Eskens,503,1971,10660,21902,12932
2221,1595547169,2008.0,Fireproof,Eric Wilson,339,692,3702,9222,23633
2222,140273344,1975.0,The Eagle Has Landed,Jack Higgins,205,903,7953,17250,16708
2223,425201376,1996.0,The Lunatic Cafe,Laurell K. Hamilton,433,2082,12571,22754,25728
2224,978970764,2007.0,John Dies at the End,David Wong,1532,3228,8812,15451,16061
2225,345409469,1995.0,The Demon-Haunted World: Science as a Candle in the Dark,"Carl Sagan, Ann Druyan",886,1432,5319,12986,22401
2226,1906427135,2009.0,Stolen: A Letter to My Captor,Lucy Christopher,1626,4221,11752,18533,21129
2227,,1961.0,Solaris,Stanisław Lem,953,2939,10149,17610,17590
2228,1573225126,1994.0,Prozac Nation,Elizabeth Wurtzel,1978,5481,14145,14063,11104
2229,080508049X,1965.0,The Black Cauldron,Lloyd Alexander,538,1298,9501,19253,20605
2230,525949690,2006.0,This Is Your Brain on Music: The Science of a Human Obsession,Daniel J. Levitin,1771,2677,8997,11758,14233
2231,62294377,2013.0,The First Phone Call from Heaven,Mitch Albom,1318,3523,12207,14618,11652
2232,031242681X,2006.0,Possible Side Effects,Augusten Burroughs,411,1619,9269,15626,12728
2233,1400065755,2014.0,Still Life with Bread Crumbs,Anna Quindlen,1778,3116,12154,16017,8256
2234,1579126243,1936.0,The ABC Murders,Agatha Christie,250,1906,14323,23443,17448
2235,310902711,1909.0,Holy Bible: New International Version,Anonymous,1637,1131,2091,3664,37471
2236,451235843,2012.0,Lover Reborn,J.R. Ward,457,1589,7834,19247,35062
2237,380800829,2000.0,The Duke and I,Julia Quinn,985,2190,10984,22723,25041
2238,786930705,1985.0,Dragons of Spring Dawning,"Margaret Weis, Tracy Hickman",412,1621,8275,15702,18106
2239,375508333,1959.0,A Raisin in the Sun,Lorraine Hansberry,1278,4480,14213,18335,12603
2240,345457692,2002.0,Altered Carbon,Richard K. Morgan,563,2007,7929,17793,18480
2241,425184226,1991.0,The Sum of All Fears,Tom Clancy,301,1643,10970,19113,14783
2242,,2015.0,,A.J. Banner,1973,6264,13559,11439,5751
2243,1607066920,2013.0,"Saga, Volume Two","Brian K. Vaughan, Fiona Staples",142,374,3059,17397,37155
2244,440241014,2004.0,The Enemy,Lee Child,258,1041,8563,22069,19105
2245,393244660,2014.0,Flash Boys: A Wall Street Revolt,Michael   Lewis,509,1293,7088,18473,16250
2246,375701214,1997.0,Le Scaphandre et le Papillon,"Jean-Dominique Bauby, Jeremy Leggatt",572,2098,9483,17444,15911
2247,805096663,2012.0,Killing Kennedy: The End of Camelot,"Bill O'Reilly, Martin Dugard",888,1435,7031,16420,14442
2248,385539436,2015.0,,John Grisham,1217,3622,13569,17736,10430
2249,076791936X,2006.0,The Life and Times of The Thunderbolt Kid: A Memoir,Bill Bryson,709,2386,10824,18212,14527
2250,312595670,2010.0,Still Missing,Chevy Stevens,912,2478,10467,20403,16377
2251,6551815,1999.0,'Tis: A Memoir,Frank McCourt,652,3689,15825,17256,9326
2252,1400032059,2005.0,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,1186,2008,8065,16264,16126
2253,1250060559,2015.0,Fairest,Marissa Meyer,502,2399,13714,27395,21485
2254,679763309,1995.0,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,716,1971,8800,16428,16285
2255,1591451884,2004.0,,Sarah  Young,683,781,2888,7127,27269
2256,451218590,1962.0,Who's Afraid of Virginia Woolf?,Edward Albee,761,2266,8889,16237,19910
2257,575077832,1993.0,Ostatnie życzenie,Andrzej Sapkowski,449,1530,8014,20729,23323
2258,015603297X,1988.0,Il pendolo di Foucault,"Umberto Eco, William Weaver",1633,3603,10343,16318,17001
2259,067056172X,1978.0,A Pocket for Corduroy,Don Freeman,394,1357,7830,12355,25586
2260,1594831114,2006.0,The 5th Horseman,"James Patterson, Maxine Paetro",264,1519,11287,20628,16855
2261,330493744,2001.0,Kushiel's Dart,Jacqueline Carey,2434,3584,8925,16441,25894
2262,1595551387,2009.0,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,1234,1342,4577,11574,19886
2263,345527712,2011.0,Explosive Eighteen,Janet Evanovich,503,3147,15891,21582,18771
2264,61449091,2010.0,Lies,Michael  Grant,825,2264,9924,17479,21489
2265,875093663,1948.0,Pursuit of God,A.W. Tozer,680,939,4417,10773,23739
2266,373210361,2011.0,The Iron Knight,Julie Kagawa,857,2489,10177,19543,33243
2267,142004332,2003.0,Maisie Dobbs,Jacqueline Winspear,1040,2705,12324,21811,16238
2268,586217835,1982.0,Magician,Raymond E. Feist,423,1391,5933,14567,25505
2269,385729367,2007.0,Forever in Blue: The Fourth Summer of the Sisterhood,Ann Brashares,937,4036,17477,21599,16366
2270,552153257,1996.0,Feet of Clay,Terry Pratchett,59,644,7988,21680,23286
2271,307594777,2005.0,"Män som hatar kvinnor, Flickan som lekte med elden, Luftslottet som sprängdes","Stieg Larsson, Reg Keeland",293,546,2971,12123,22983
2272,,2016.0,The Butterfly Garden,Dot Hutchison,1260,2670,9453,20290,22369
2273,1842430343,1990.0,Skinny Legs and All,Tom Robbins,490,1508,7482,13828,13201
2274,61583219,2009.0,Destined for an Early Grave,Jeaniene Frost,568,1415,8251,21669,35779
2275,,2012.0,In Flight,R.K. Lilley,1655,3308,10492,21693,28506
2276,316159794,2006.0,Cross,James Patterson,423,1812,10713,18062,15059
2277,64472779,2002.0,All-American Girl,Meg Cabot,1010,4854,17921,19909,14959
2278,380713802,1991.0,Neither Here Nor There: Travels in Europe,Bill Bryson,874,2545,11191,17477,13303
2279,375832998,2003.0,Boy Meets Boy,David Levithan,1916,3569,12041,15760,17453
2280,61941026,2013.0,We Are Water,Wally Lamb,1057,2917,10538,17625,10489
2281,316002895,2009.0,Max ,James Patterson,1222,3669,11482,17874,26487
2282,312656262,2010.0,Halo,Alexandra Adornetto,4554,6224,13124,15096,19842
2283,802142818,2006.0,The Inheritance of Loss,Kiran Desai,1784,5351,13957,13427,6026
2284,586066888,1986.0,A Darkness at Sethanon ,Raymond E. Feist,241,1114,8352,18881,19694
2285,812969901,1774.0,Die Leiden des jungen Werthers,"Johann Wolfgang von Goethe, Burton Pike",2485,5787,14517,17330,13545
2286,61583073,2008.0,At Grave's End,Jeaniene Frost,548,1575,9148,22859,35692
2287,375758992,2001.0,Don't Let's Go to the Dogs Tonight: An African Childhood,Alexandra Fuller,636,2054,9046,16862,13268
2288,64404773,1978.0,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,790,2684,12956,21024,23782
2289,316069906,2009.0,Eating Animals,Jonathan Safran Foer,481,1554,7200,18429,20316
2290,60577363,2006.0,Flyte,"Angie Sage, Mark Zug",751,2754,13034,19940,20125
2291,6140105234,2012.0,ساق البامبو [Saq al-Bambu],"سعود السنعوسي, Saud Alsanousi",551,1210,5222,13626,19167
2292,62026488,2011.0,The Girl of Fire and Thorns,Rae Carson,2367,4601,14195,22269,18502
2293,312650086,2011.0,Enclave,Ann Aguirre,1642,3379,12548,20995,19538
2294,802714625,1995.0,Longitude,"Dava Sobel, Neil Armstrong",770,1872,9381,16959,13233
2295,751530492,1997.0,Unnatural Exposure,Patricia Cornwell,263,1343,10370,17973,16283
2296,553213482,1808.0,Faust. Eine Tragödie,"Johann Wolfgang von Goethe, Peter Salm",881,3226,11099,16802,16927
2297,684818868,1995.0,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,James W. Loewen,835,2139,8915,15812,13841
2298,553582461,2003.0,Fool's Fate,Robin Hobb,229,760,5239,16366,25797
2299,1600102379,2008.0,Welcome to Lovecraft,"Joe Hill, Gabriel Rodríguez",1524,1762,6528,16384,23850
2300,1406310263,2009.0,The Ask and the Answer,Patrick Ness,707,1733,7884,18639,24266
2301,446363251,1991.0,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,Alexandra Ripley,3596,7106,13480,11819,11721
2302,425205673,1996.0,Bloody Bones,Laurell K. Hamilton,467,2244,12656,21538,24822
2303,684843781,1920.0,This Side of Paradise,F. Scott Fitzgerald,1137,4298,14047,17247,10904
2304,670023329,2012.0,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West ,Blaine Harden,582,1468,9050,18139,13473
2305,006057299X,2005.0,Every Which Way But Dead,Kim Harrison,350,1124,8181,20850,28658
2306,1400068320,2016.0,Eligible,Curtis Sittenfeld,1687,4181,13563,19683,8998
2307,039333712X,2008.0,Seven Days in the Art World,Sarah Thornton,4113,3823,8953,9901,11508
2308,7246226,2007.0,The Children of Húrin,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",653,2726,11037,17884,15573
2309,785289089,2003.0,The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,484,1197,5755,13875,21956
2310,316058432,1938.0,Mr. Popper's Penguins,"Richard Atwater, Florence Atwater, Robert Lawson",807,2750,12745,17157,18328
2311,765340054,2002.0,Shadow Puppets,Orson Scott Card,503,2455,12056,18521,12921
2312,,2014.0,The Magician's Land,Lev Grossman,257,1082,6785,19244,16889
2313,679732268,1932.0,Light in August,William Faulkner,1258,2863,9000,15803,15497
2314,64408671,1970.0,The Trumpet of the Swan,"E.B. White, Fred Marcellino",862,2468,11566,18121,22202
2315,812993802,2013.0,Tenth of December,George Saunders,1307,2928,7848,15773,15693
2316,312593554,2002.0,Night Pleasures,Sherrilyn Kenyon,756,2013,9319,20275,29576
2317,671015206,1995.0,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,"Thomas J. Stanley, William D. Danko",645,2318,10382,16665,16738
2318,1423116380,2009.0,Don't Judge a Girl by Her Cover,Ally Carter,618,1784,9930,19190,26986
2319,743244583,2004.0,Chronicles: Volume One,Bob Dylan,1010,2024,7643,13330,14110
2320,60920084,1989.0,The Lost Continent: Travels in Small-Town America,Bill Bryson,1100,2653,10395,16124,11930
2321,140006712X,2011.0,Dreams of Joy (Shanghai Girls #2),Lisa See,328,1478,8818,20993,15470
2322,446607207,1998.0,Tell Me Your Dreams,Sidney Sheldon,466,2032,9076,13508,11822
2323,60885416,1939.0,By the Shores of Silver Lake,"Laura Ingalls Wilder, Garth Williams",500,1384,10796,19795,24110
2324,61053562,1988.0,The Player of Games,Iain M. Banks,237,916,5528,17064,19248
2325,440228891,1960.0,,"George Selden, Garth Williams",848,2320,11715,17880,19273
2326,787960756,2002.0,The Five Dysfunctions of a Team,Patrick Lencioni,835,1908,8766,16139,15528
2327,142003166,1953.0,Junky,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",663,2595,11285,17095,11868
2328,140157352,1981.0,Getting to Yes: Negotiating agreement without giving in,"Roger Fisher, William Ury, Bruce Patton",772,2219,10217,14455,12363
2329,,2012.0,Mile high (Up In The Air #2),R.K. Lilley,884,2374,8952,19554,28836
2330,1501110349,2015.0,November 9,Colleen Hoover,853,1617,5629,15492,36237
2331,,2016.0,Everything We Keep,Kerry Lonsdale,2693,5079,15682,23180,22933
2332,,2012.0,The Mighty Storm,Samantha Towle,1312,2558,9189,20475,30172
2333,1408816032,2011.0,The Song of Achilles,Madeline Miller,921,2043,7529,17577,30331
2334,1501139886,2016.0,The Girl with the Lower Back Tattoo,Amy Schumer,1288,3467,14704,21986,12656
2335,140449183,-400.0,भगवद्गीता [Bhagavadgītā],"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",1009,2097,7686,12170,19132
2336,143039830,1987.0,The New York Trilogy,"Paul Auster, Art Spiegelman",807,2663,9082,17098,13315
2337,043912042X,2000.0,Esperanza Rising,Pam Muñoz Ryan,1135,3130,11642,17972,16819
2338,316766941,1955.0,"Raise High the Roof Beam, Carpenters / Seymour: An Introduction",J.D. Salinger,360,1483,7692,14592,16283
2339,446617687,1996.0,Sex and the City,Candace Bushnell,4183,6983,11189,8999,11012
2340,425209067,1997.0,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",Laurell K. Hamilton,576,2303,11614,20375,25151
2341,014044923X,1886.0,Jenseits von Gut und Böse: Vorspiel einer Philosophie der Zukunft,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",841,2112,8750,15897,15722
2342,044022800X,1995.0,The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,1023,2962,10043,15859,16544
2343,876852630,1975.0,Factotum,Charles Bukowski,457,1875,8979,16585,12548
2344,373210515,2012.0,The Immortal Rules,Julie Kagawa,1495,2534,9215,18420,24601
2345,446546933,2009.0,Columbine,Dave Cullen,547,1084,5926,18857,22527
2346,99471434,1993.0,Lasher,Anne Rice,995,3683,13087,16887,15267
2347,,2010.0,,Laila Ibrahim,412,1033,5188,15040,18237
2348,525953728,2012.0,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,"Mark Owen, Kevin Maurer",424,1854,8781,14847,11936
2349,1594487014,2012.0,The Chaperone,Laura Moriarty,484,2044,11777,21463,10121
2350,684193957,1992.0,All That Remains,Patricia Cornwell,167,1101,11394,20921,16527
2351,451191013,1996.0,The Regulators,"Richard Bachman, Stephen King",1642,5634,16854,15840,13293
2352,1563890356,1990.0,The Sandman: Season of Mists,"Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison",132,367,3403,14685,31872
2353,316013935,2006.0,Judge & Jury,"James Patterson, Andrew Gross",413,1663,9837,15021,13684
2354,1416500340,1861.0,Silas Marner: The Weaver of Raveloe,George Eliot,2514,5601,16073,18493,12595
2355,1622660757,2013.0,Origin,Jennifer L. Armentrout,504,1349,6750,19216,40897
2356,375760393,2001.0,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,445,1529,7265,15258,13648
2357,316123536,2012.0,Beautiful Redemption,"Kami Garcia, Margaret Stohl",1008,3513,12988,19082,19516
2358,1439152780,2010.0,The Distant Hours,Kate Morton,958,3221,12672,21056,14910
2359,751554154,2016.0,I Let You Go,Clare Mackintosh,587,1796,8957,23119,19251
2360,439295785,1886.0,Kidnapped,Robert Louis Stevenson,906,3358,14044,17370,12842
2361,306814250,1988.0,"Friday Night Lights: A Town, a Team, and a Dream",H.G. Bissinger,808,1603,6623,13558,16593
2362,618683356,2007.0,Beautiful Boy: A Father's Journey Through His Son's Meth Addiction,David Sheff,356,1491,7850,15553,12955
2363,,2011.0,"The Vincent Brothers (The Vincent Boys, #1)",Abbi Glines,1720,3787,13230,22607,24919
2364,1594561869,1846.0,The Cask of Amontillado,Edgar Allan Poe,413,1928,9964,18501,19401
2365,014044789X,8.0,Metamorphoses,"Ovid, David Raeburn, Denis Feeney",680,2239,10119,16766,18144
2366,452274427,1994.0,In the Time of the Butterflies,Julia Alvarez,412,1369,7363,17645,17014
2367,743203631,1999.0,Gap Creek : The Story Of A Marriage (Oprah's Book Club),Robert Morgan,788,3123,13790,16083,9846
2368,983157200,2011.0,Half-Blood,Jennifer L. Armentrout,1647,2580,9829,20463,30038
2369,1582404119,1993.0,The Legend of Sleepy Hollow,"Bo Hampton, Tracey Hampton, Washington Irving",558,2151,10844,14704,14929
